,File name,Path,Rule,false-positive,true-positive
73,NetworkManagementClient,/subscriptions/{subscriptionId}/providers/Microsoft.Network/routeTables,Hyphens (-) should be used to improve the readability of URIs,0,1
74,"Revenue & Disaster Management Department, Assam, Assam",/nncer/certificate,Hyphens (-) should be used to improve the readability of URIs,1,0
75,Department of Pension and Pensioners Welfare,/pecer/certificate,Hyphens (-) should be used to improve the readability of URIs,1,0
76,ApiManagementClient46,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.ApiManagement/service/{serviceName}/tenant/{accessName}/git/regeneratePrimaryKey,Hyphens (-) should be used to improve the readability of URIs,0,1
77,ApiManagementClient57,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.ApiManagement/service/{serviceName}/tenant/{accessName}/regenerateSecondaryKey,Hyphens (-) should be used to improve the readability of URIs,0,1
78,ApiManagementClient65,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.ApiManagement/service/{serviceName}/tenant/{configurationName}/syncState,Hyphens (-) should be used to improve the readability of URIs,0,1
79,"Haryana State Board of Technical Education, Haryana",/dgmst/certificate,Hyphens (-) should be used to improve the readability of URIs,1,0
80,News Search Client,/news/trendingtopics,Hyphens (-) should be used to improve the readability of URIs,0,1
81,Postman API,/apis/{apiId}/versions/{apiVersionId}/contracttest,Hyphens (-) should be used to improve the readability of URIs,0,1
82,Postman API,/apis/{apiId}/versions/{apiVersionId}/integrationtest,Hyphens (-) should be used to improve the readability of URIs,0,1
83,Postman API,/apis/{apiId}/versions/{apiVersionId}/testsuite,Hyphens (-) should be used to improve the readability of URIs,0,1
84,Postman API,/apis/{apiId}/versions/{apiVersionId}/{entityType}/{entityId}/syncWithSchema,Hyphens (-) should be used to improve the readability of URIs,0,1
85,Postman API,/import/openapi,Hyphens (-) should be used to improve the readability of URIs,0,1
86,Postman API,/mocks/{mock_uid}/unpublish,Hyphens (-) should be used to improve the readability of URIs,0,1
87,Postman API,/webhooks,Hyphens (-) should be used to improve the readability of URIs,1,0
88,Postman API,/workspaces,Hyphens (-) should be used to improve the readability of URIs,1,0
89,Postman API,/workspaces/{workspace_id},Hyphens (-) should be used to improve the readability of URIs,1,0
90,Azure Migrate Hub,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Migrate/migrateProjects/{migrateProjectName}/databaseInstances,Hyphens (-) should be used to improve the readability of URIs,0,1
91,Azure Migrate Hub,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Migrate/migrateProjects/{migrateProjectName}/registerTool,Hyphens (-) should be used to improve the readability of URIs,0,1
92,National Institute of Open Schooling,/hscer/certificate,Hyphens (-) should be used to improve the readability of URIs,1,0
93,National Institute of Open Schooling,/hsmgr/certificate,Hyphens (-) should be used to improve the readability of URIs,1,0
94,National Institute of Open Schooling,/hvcer/certificate,Hyphens (-) should be used to improve the readability of URIs,1,0
95,National Institute of Open Schooling,/sscer/certificate,Hyphens (-) should be used to improve the readability of URIs,1,0
96,National Institute of Open Schooling,/ssmgr/certificate,Hyphens (-) should be used to improve the readability of URIs,1,0
97,National Institute of Open Schooling,/svcer/certificate,Hyphens (-) should be used to improve the readability of URIs,1,0
98,AWS IoT Things Graph,/#X-Amz-Target=IotThingsGraphFrontEndService.CreateFlowTemplate,Hyphens (-) should be used to improve the readability of URIs,0,1
99,AWS IoT Things Graph,/#X-Amz-Target=IotThingsGraphFrontEndService.DeleteFlowTemplate,Hyphens (-) should be used to improve the readability of URIs,0,1
100,AWS IoT Things Graph,/#X-Amz-Target=IotThingsGraphFrontEndService.DeleteNamespace,Hyphens (-) should be used to improve the readability of URIs,0,1
101,AWS IoT Things Graph,/#X-Amz-Target=IotThingsGraphFrontEndService.DeploySystemInstanc,Hyphens (-) should be used to improve the readability of URIs,0,1
102,AWS IoT Things Graph,/#X-Amz-Target=IotThingsGraphFrontEndService.DeprecateFlowTemplate,Hyphens (-) should be used to improve the readability of URIs,0,1
103,AWS IoT Things Graph,/#X-Amz-Target=IotThingsGraphFrontEndService.SearchThings,Hyphens (-) should be used to improve the readability of URIs,0,1
104,AWS IoT Things Graph,/#X-Amz-Target=IotThingsGraphFrontEndService.UpdateFlowTemplate,Hyphens (-) should be used to improve the readability of URIs,0,1
105,AWS IoT Things Graph,/#X-Amz-Target=IotThingsGraphFrontEndService.UploadEntityDefinitions,Hyphens (-) should be used to improve the readability of URIs,0,1
106,AutomationManagement84,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Automation/automationAccounts/{automationAccountName}/sourceControls/{sourceControlName}/sourceControlSyncJobs,Hyphens (-) should be used to improve the readability of URIs,0,1
107,AWS Performance Insights,/#X-Amz-Target=PerformanceInsightsv20180227.DescribeDimensionKeys,Hyphens (-) should be used to improve the readability of URIs,0,1
108,AWS Performance Insights,/#X-Amz-Target=PerformanceInsightsv20180227.GetDimensionKeyDetails,Hyphens (-) should be used to improve the readability of URIs,0,1
109,AWS Performance Insights,	/#X-Amz-Target=PerformanceInsightsv20180227.GetResourceMetrics,Hyphens (-) should be used to improve the readability of URIs,0,1
110,Fun Generators API,/qrcode/business_card,Hyphens (-) should be used to improve the readability of URIs,0,1
111,Fun Generators API,/qrcode/decode,Hyphens (-) should be used to improve the readability of URIs,0,1
112,Fun Generators API,/qrcode/email,Hyphens (-) should be used to improve the readability of URIs,0,1
113,Fun Generators API,/qrcode/phone,Hyphens (-) should be used to improve the readability of URIs,0,1
114,Fun Generators API,	/qrcode/raw,Hyphens (-) should be used to improve the readability of URIs,0,1
115,Fun Generators API,	/qrcode/skype,Hyphens (-) should be used to improve the readability of URIs,0,1
116,Fun Generators API,/qrcode/sms,Hyphens (-) should be used to improve the readability of URIs,0,1
117,Fun Generators API,/qrcode/text,Hyphens (-) should be used to improve the readability of URIs,0,1
118,Fun Generators API,/qrcode/url,Hyphens (-) should be used to improve the readability of URIs,0,1
119,NPR Sponsorship Service,/v2/ads,Hyphens (-) should be used to improve the readability of URIs,0,1
120,NetworkAdminManagementClient127,/subscriptions/{subscriptionId}/providers/Microsoft.Network.Admin/adminPublicIpAddresses,Hyphens (-) should be used to improve the readability of URIs,0,1
121,Handwrytten API,/auth/changePassword ,Hyphens (-) should be used to improve the readability of URIs,0,1
122,Handwrytten API,/cards/uploadCustomLogo,Hyphens (-) should be used to improve the readability of URIs,0,1
123,Handwrytten API,/fonts/listForCustomizer,Hyphens (-) should be used to improve the readability of URIs,0,1
124,Handwrytten API,/giftCards/view,Hyphens (-) should be used to improve the readability of URIs,0,1
125,AdMob API,/v1beta/accounts,Hyphens (-) should be used to improve the readability of URIs,0,1
126,AdMob API,/v1beta/{name},Hyphens (-) should be used to improve the readability of URIs,0,1
127,AdMob API,/v1beta/{parent}/adSources,Hyphens (-) should be used to improve the readability of URIs,0,1
128,AdMob API,/v1beta/{parent}/adUnits,Hyphens (-) should be used to improve the readability of URIs,0,1
129,AdMob API,/v1beta/{parent}/apps,Hyphens (-) should be used to improve the readability of URIs,0,1
130,AdMob API,/v1beta/{parent}/mediationReport:generate,Hyphens (-) should be used to improve the readability of URIs,0,1
131,AdMob API,/v1beta/{parent}/networkReport:generate,Hyphens (-) should be used to improve the readability of URIs,0,1
132,Amazon Neptune,/#Action=DeleteEventSubscription,Hyphens (-) should be used to improve the readability of URIs,0,1
133,Amazon Neptune,/#Action=DescribeOrderableDBInstanceOptions,Hyphens (-) should be used to improve the readability of URIs,0,1
134,Amazon Neptune,/#Action=PromoteReadReplicaDBCluster,Hyphens (-) should be used to improve the readability of URIs,0,1
135,Amazon Neptune,/#Action=ResetDBClusterParameterGroup,Hyphens (-) should be used to improve the readability of URIs,0,1
136,Workflow Executions API,/v1beta/{name},Hyphens (-) should be used to improve the readability of URIs,0,1
137,Workflow Executions API,/v1beta/{name}:cancel,Hyphens (-) should be used to improve the readability of URIs,0,1
138,Workflow Executions API,/v1beta/{parent}/executions,Hyphens (-) should be used to improve the readability of URIs,0,1
139,IAM Service Account Credentials API,	/v1/{name}:generateAccessToken,Hyphens (-) should be used to improve the readability of URIs,0,1
140,IAM Service Account Credentials API,/v1/{name}:generateIdToken,Hyphens (-) should be used to improve the readability of URIs,0,1
141,IAM Service Account Credentials API,/v1/{name}:signBlob,Hyphens (-) should be used to improve the readability of URIs,0,1
142,IAM Service Account Credentials API,	/v1/{name}:signJwt,Hyphens (-) should be used to improve the readability of URIs,0,1
143,Error Reporting API,/v1beta1/{groupName},Hyphens (-) should be used to improve the readability of URIs,0,1
144,Error Reporting API,/v1beta1/{name},Hyphens (-) should be used to improve the readability of URIs,0,1
145,Error Reporting API,/v1beta1/{projectName}/events:report,Hyphens (-) should be used to improve the readability of URIs,0,1
146,Error Reporting API,/v1beta1/{projectName}/events,Hyphens (-) should be used to improve the readability of URIs,0,1
147,Error Reporting API,/v1beta1/{projectName}/groupStats,Hyphens (-) should be used to improve the readability of URIs,0,1
148,Adyen Recurring API,/listRecurringDetails,Hyphens (-) should be used to improve the readability of URIs,0,1
149,Adyen Recurring API,	/notifyShopper,Hyphens (-) should be used to improve the readability of URIs,0,1
150,Adyen Recurring API,/scheduleAccountUpdater,Hyphens (-) should be used to improve the readability of URIs,0,1
151,Compute Admin Client122,	/subscriptions/{subscriptionId}/providers/Microsoft.Compute.Admin/locations/{location}/artifactTypes/platformImage,Hyphens (-) should be used to improve the readability of URIs,0,1
152,OnSched API Utility,	/utility/v1/health/heartbeat,Hyphens (-) should be used to improve the readability of URIs,0,1
153,Mixed Reality196,/providers/Microsoft.MixedReality/operations,Hyphens (-) should be used to improve the readability of URIs,0,1
154,Mixed Reality196,/subscriptions/{subscriptionId}/providers/Microsoft.MixedReality/locations/{location}/checkNameAvailability,Hyphens (-) should be used to improve the readability of URIs,0,1
155,Cloud IoT API,/v1/{name}/configVersions,Hyphens (-) should be used to improve the readability of URIs,0,1
156,Cloud IoT API,/v1/{name}/states,Hyphens (-) should be used to improve the readability of URIs,0,1
157,Cloud IoT API,/v1/{name}:modifyCloudToDeviceConfig,Hyphens (-) should be used to improve the readability of URIs,0,1
158,Cloud IoT API,/v1/{name},Hyphens (-) should be used to improve the readability of URIs,0,1
159,Cloud IoT API,/v1/{parent}:unbindDeviceFromGateway,Hyphens (-) should be used to improve the readability of URIs,0,1
160,Cloud IoT API,	/v1/{resource}:setIamPolicy,Hyphens (-) should be used to improve the readability of URIs,0,1
161,Cloud IoT API,/v1/{resource}:testIamPermissions,Hyphens (-) should be used to improve the readability of URIs,0,1
162,My Business Verifications API,	/v1/verificationTokens:generate,Hyphens (-) should be used to improve the readability of URIs,0,1
163,My Business Verifications API,	/v1/{location}:fetchVerificationOptions,Hyphens (-) should be used to improve the readability of URIs,0,1
164,My Business Verifications API,/v1/{name}/VoiceOfMerchantState,Hyphens (-) should be used to improve the readability of URIs,0,1
165,My Business Verifications API,/v1/{name}:complete,Hyphens (-) should be used to improve the readability of URIs,0,1
166,My Business Verifications API,/v1/{name}:verify,Hyphens (-) should be used to improve the readability of URIs,0,1
167,My Business Verifications API,	/v1/{parent}/verifications,Hyphens (-) should be used to improve the readability of URIs,0,1
168,ContainerServiceClient162,/subscriptions/{subscriptionId}/providers/Microsoft.ContainerService/containerServices,Hyphens (-) should be used to improve the readability of URIs,0,1
169,ContainerServiceClient162,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.ContainerService/containerServices,Hyphens (-) should be used to improve the readability of URIs,0,1
170,Amazon Lookout for Metrics,/ActivateAnomalyDetector,Hyphens (-) should be used to improve the readability of URIs,0,1
171,Amazon Lookout for Metrics,/BackTestAnomalyDetector,Hyphens (-) should be used to improve the readability of URIs,0,1
172,Amazon Lookout for Metrics,/DescribeAnomalyDetectionExecutions,Hyphens (-) should be used to improve the readability of URIs,0,1
173,Amazon Lookout for Metrics,/DescribeAnomalyDetector,Hyphens (-) should be used to improve the readability of URIs,0,1
174,Amazon Lookout for Metrics,/GetSampleData,Hyphens (-) should be used to improve the readability of URIs,0,1
175,Amazon Lookout for Metrics,/PutFeedback,Hyphens (-) should be used to improve the readability of URIs,0,1
176,Amazon AppConfig,	/applications/{ApplicationId}/configurationprofiles/{ConfigurationProfileId}/hostedconfigurationversions#Content-Type,Hyphens (-) should be used to improve the readability of URIs,0,1
177,Amazon AppConfig,	/deployementstrategies/{DeploymentStrategyId},Hyphens (-) should be used to improve the readability of URIs,0,1
178,Amazon AppConfig,/applications/{ApplicationId}/configurationprofiles/{ConfigurationProfileId}/hostedconfigurationversions,Hyphens (-) should be used to improve the readability of URIs,0,1
179,LogicAppsManagementClient,/subscriptions/{subscriptionId}/providers/Microsoft.Web/connectionGateways,Hyphens (-) should be used to improve the readability of URIs,0,1
180,LogicAppsManagementClient,	/subscriptions/{subscriptionId}/providers/Microsoft.Web/locations/{location}/connectionGatewayInstallations/{gatewayId},Hyphens (-) should be used to improve the readability of URIs,0,1
181,LogicAppsManagementClient,/subscriptions/{subscriptionId}/providers/Microsoft.Web/locations/{location}/extractApiDefinitionFromWsdl,Hyphens (-) should be used to improve the readability of URIs,0,1
182,LogicAppsManagementClient,	/subscriptions/{subscriptionId}/providers/Microsoft.Web/locations/{location}/listWsdlInterfaces,Hyphens (-) should be used to improve the readability of URIs,0,1
183,LogicAppsManagementClient,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Web/customApis,Hyphens (-) should be used to improve the readability of URIs,0,1
184,"Labour Resource Department, Bihar",	/alimw/certificate,Hyphens (-) should be used to improve the readability of URIs,1,0
185,"Labour Resource Department, Bihar",	/alimw/certificate,Hyphens (-) should be used to improve the readability of URIs,1,0
186,"Labour Resource Department, Bihar",	/alimw/certificate,Hyphens (-) should be used to improve the readability of URIs,1,0
187,"Labour Resource Department, Bihar",/apptu/certificate,Hyphens (-) should be used to improve the readability of URIs,0,1
188,"Labour Resource Department, Bihar",/apptu/certificate,Hyphens (-) should be used to improve the readability of URIs,0,1
189,"Labour Resource Department, Bihar",/apptu/certificate,Hyphens (-) should be used to improve the readability of URIs,0,1
190,"Labour Resource Department, Bihar",/apptu/certificate,Hyphens (-) should be used to improve the readability of URIs,0,1
191,UCO Bank,/tdcer/certificate,Hyphens (-) should be used to improve the readability of URIs,1,0
192,ApplicationInsightsManagementClient54,/subscriptions/{subscriptionId}/resourceGroup/{resourceGroupName}/providers/microsoft.insights/workbooktemplates,Hyphens (-) should be used to improve the readability of URIs,0,1
193,Amazon Kinesis,/#X-Amz-Target=Kinesis_20131202.DeregisterStreamConsumer,Hyphens (-) should be used to improve the readability of URIs,0,1
194,Amazon Kinesis,/#X-Amz-Target=Kinesis_20131202.DescribeLimits,Hyphens (-) should be used to improve the readability of URIs,0,1
195,Amazon Kinesis,/#X-Amz-Target=Kinesis_20131202.DescribeStreamSummary,Hyphens (-) should be used to improve the readability of URIs,0,1
196,Amazon Kinesis,/#X-Amz-Target=Kinesis_20131202.DisableEnhancedMonitoring,Hyphens (-) should be used to improve the readability of URIs,0,1
197,Amazon Kinesis,	/#X-Amz-Target=Kinesis_20131202.IncreaseStreamRetentionPeriod,Hyphens (-) should be used to improve the readability of URIs,0,1
198,Amazon Kinesis,/#X-Amz-Target=Kinesis_20131202.ListShards,Hyphens (-) should be used to improve the readability of URIs,0,1
199,Amazon Kinesis,	/#X-Amz-Target=Kinesis_20131202.RegisterStreamConsumer,Hyphens (-) should be used to improve the readability of URIs,0,1
200,GoToWebinar,	/organizers/{organizerKey}/webinars/{webinarKey}/coorganizers,Hyphens (-) should be used to improve the readability of URIs,0,1
201,Amazon Honeycode,/workbooks/{workbookId}/tables/{tableId}/rows/batchcreate,Hyphens (-) should be used to improve the readability of URIs,0,1
202,Amazon Honeycode,/workbooks/{workbookId}/tables/{tableId}/rows/batchdelete,Hyphens (-) should be used to improve the readability of URIs,0,1
203,Amazon Honeycode,/workbooks/{workbookId}/tables/{tableId}/rows/batchupdate,Hyphens (-) should be used to improve the readability of URIs,0,1
204,Amazon Honeycode,/workbooks/{workbookId}/tables/{tableId}/rows/batchupsert,Hyphens (-) should be used to improve the readability of URIs,0,1
205,Amazon Honeycode,/screendata,Hyphens (-) should be used to improve the readability of URIs,0,1
206,API for the COVID-19 Tracking QR Code Signin Server,/changePassword,Hyphens (-) should be used to improve the readability of URIs,0,1
207,API for the COVID-19 Tracking QR Code Signin Server,/logout,Hyphens (-) should be used to improve the readability of URIs,0,1
208,API for the COVID-19 Tracking QR Code Signin Server,/requestPasswordReset,Hyphens (-) should be used to improve the readability of URIs,0,1
209,API for the COVID-19 Tracking QR Code Signin Server,/signin,Hyphens (-) should be used to improve the readability of URIs,0,1
210,API for the COVID-19 Tracking QR Code Signin Server,/signin/{signinId},Hyphens (-) should be used to improve the readability of URIs,0,1
211,API for the COVID-19 Tracking QR Code Signin Server,/signins,Hyphens (-) should be used to improve the readability of URIs,0,1
212,API for the COVID-19 Tracking QR Code Signin Server,/verifyPasswordChange,Hyphens (-) should be used to improve the readability of URIs,0,1
213,AppConfigurationManagementClient,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.AppConfiguration/configurationStores,Hyphens (-) should be used to improve the readability of URIs,0,1
214,AppConfigurationManagementClient,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.AppConfiguration/configurationStores/{configStoreName}/ListKeys,Hyphens (-) should be used to improve the readability of URIs,0,1
215,AppConfigurationManagementClient,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.AppConfiguration/configurationStores/{configStoreName}/listKeyValue,Hyphens (-) should be used to improve the readability of URIs,0,1
216,AppConfigurationManagementClient,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.AppConfiguration/configurationStores/{configStoreName}/privateEndpointConnections,Hyphens (-) should be used to improve the readability of URIs,0,1
217,AppConfigurationManagementClient,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.AppConfiguration/configurationStores/{configStoreName}/privateLinkResources,Hyphens (-) should be used to improve the readability of URIs,0,1
218,Apps Script API,/v1/processes,Hyphens (-) should be used to improve the readability of URIs,1,0
