file_name,file_size
Cloud IDS API.json,73.8388671875
Cloud IoT API.json,111.64453125
Cloud Key Management Service (KMS) API.json,211.9892578125
Cloud Life Sciences API.json,79.1572265625
Cloud Logging API.json,256.2060546875
Cloud Memorystore for Memcached API.json,108.669921875
Cloud Monitoring API.json,135.9306640625
Cloud Natural Language API.json,62.994140625
Cloud OS Login API.json,35.75390625
Cloud Private Catalog Producer.json,102.4189453125
Cloud Private Catalog.json,29.05859375
Cloud PubSub API.json,91.6376953125
Cloud Resource Manager API.json,169.998046875
Cloud Run Admin API.json,178.8037109375
Cloud Runtime Configuration API.json,84.0029296875
Cloud Scheduler API.json,69.197265625
Cloud Search API.json,838.4541015625
Cloud Shell API.json,44.169921875
Cloud Source Repositories API.json,73.6708984375
Cloud Spanner API.json,363.0087890625
Cloud Speech-to-Text API.json,26.8623046875
Cloud SQL Admin API.json,311.6669921875
Cloud Storage for Firebase API.json,25.74609375
Cloud Storage JSON API.json,154.6181640625
Cloud Talent Solution API.json,189.390625
Cloud Tasks API.json,127.1796875
Cloud Testing API.json,114.9560546875
Cloud Text-to-Speech API.json,25.2021484375
Cloud Tool Results API.json,242.83984375
Cloud TPU API.json,82.220703125
Cloud Trace API.json,25.4921875
Cloud Translation API.json,112.4453125
Cloud Video Intelligence API.json,255.5517578125
Cloud Vision API.json,412.6943359375
Cloud-RF API.json,42.3876953125
Clubhouse API.json,91.4794921875
Cnab Online.json,16.609375
Co-WIN Certificate API.json,3.3818359375
CodeArtifact.json,376.8916015625
CodeScan API.json,8.4365234375
CognitiveServicesManagementClient.json,233.962890625
College Football Data API.json,246.65234375
Commerce API.json,24.6142578125
CommerceManagementClient.json,16.935546875
Common Service Centre (CSC).json,59.888671875
Commons Votes API.json,31.1669921875
Community API.json,80.41015625
CompanyAPI.json,45.029296875
Compliance API.json,48.923828125
Compute Admin Client.json,36.7451171875
Compute Engine API.json,5343.142578125
ComputeDiskAdminManagementClient.json,140.8798828125
ComputeManagementClient.json,1002.0126953125
ComputeManagementConvenienceClient.json,16.671875
Computer Vision Client.json,112.4453125
Computer Vision.json,130.0458984375
ConfigCat Public Management API.json,286.8544921875
Confirmation of Funds API Specification.json,47.083984375
Conjur.json,168.927734375
Connector API.json,112.9619140625
Connectors API.json,62.2255859375
ConsumptionManagementClient.json,500.1630859375
Contact Center AI Insights API.json,180.4228515625
Container Analysis API.json,279.4140625
ContainerInstanceManagementClient.json,134.8125
ContainerRegistryManagementClient.json,154.66796875
ContainerServiceClient.json,51.7158203125
Content API for Shopping.json,1085.939453125
Content Moderator Client.json,197.6015625
contentwarehouse API.json,5415.9013671875
Contract.fit API.json,18.98828125
Contribly.json,104.4306640625
Control API v1.json,285.8056640625
Conversation API.json,86.736328125
CORE API v2.json,87.9462890625
Coronavirus API.json,14.501953125
Corrently.io.json,75.365234375
Cosmos DB.json,520.3662109375
CostManagementClient.json,567.25390625
COVID-19 data API.json,56.73828125
COVID19 Stats.json,12.8154296875
"CPCT-MAPIT, Madhya Pradesh.json",60.0322265625
Credas API.json,285.705078125
Crediwatch's Covid APIs.json,18.96875
CRM API.json,433.669921875
CRM cards.json,53.7333984375
CROssBAR Data API.json,90.2509765625
Crossbrowsertesting.com Screenshot Comparisons API.json,14.6875
Crucible.json,76.5283203125
CS,0.0
Custom Behavioral Events API.json,10.0537109375
Custom Image Search Client.json,189.3916015625
Custom Search API.json,106.4267578125
Custom Search Client.json,39.1630859375
Custom Vision Prediction Client.json,67.5419921875
Custom Vision Training Client.json,346.7744140625
Custom Workflow Actions.json,123.4482421875
Customer Lockbox.json,43.4287109375
Customer Support.json,169.94140625
CustomerInsightsManagementClient.json,450.8955078125
customproviders.json,61.7294921875
CyCAT.org API.json,10.26953125
D7SMS.json,8.9052734375
Dados Abertos - API.json,9.16015625
DaniWeb Connect API.json,305.2880859375
Data API.json,100.84375
Data Labeling API.json,311.951171875
Data pipelines API.json,67.427734375
Data2CRM.API.json,1457.146484375
Database Migration API.json,136.63671875
Database Threat Detection Policy APIs.json,24.4267578125
DataBoxEdgeManagementClient.json,423.291015625
